SMILES,Structure: Image,Substance Identification: Reaxys Registry Number,Links to Reaxys,Data Count,CAS Registry Number,Chemical Name,Linear Structure Formula,Molecular Formula,Molecular Weight,Type of Substance,Type and Modification,InChI Key,Composition: Comp. Name,Composition: Comp. Conc.,Composition: Comp. Attrib.,Field Availability,Number of Reactions,Number of References,LogP,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,Melting Point: Melting Point [C],Solvent (Melting Point),Location,Comment (Melting Point),Crystallizes With,Amount (Melting Point) [mol],References,Links to Reaxys.1,Solubility (MCS): Solubility [g·l-1],Saturation,Temperature_C,Solvent,Ratio of Solvents,Location.1,Comment (Solubility (MCS)),References.1,Links to Reaxys.2,Unnamed: 43,logS
OC(=O)CCC(O)=O.[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(NC(=O)[C@@H]2C)O4,,32582501,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D32582501&database=RX&origin=ReaxysOutput&ln=,(1787 of 2088),,,2C15H23NO4*C4H6O4,C4H6O4*2C15H23NO4,680793.0,,,QOXXWRDIXCDMCQ-GTXHLCOESA-N,,,,Identification(6); Physical Data(7),1.0,1,,3.0,9.0,3.0,131.39,3.0,2.0,137,,,,,,"Article; Nisar, Madiha; Sung, Herman H.-Y.; Puschmann, Horst; Lakerveld, Richard; Haynes, Richard K.; Williams, Ian D.; CrystEngComm; vol. 20; 9; (2018); p. 1205 - 1219;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D73276710&database=RX&origin=ReaxysOutput&ln=,0.96,in pure solvent,25.0,water,,,,"Article; Nisar, Madiha; Sung, Herman H.-Y.; Puschmann, Horst; Lakerveld, Richard; Haynes, Richard K.; Williams, Ian D.; CrystEngComm; vol. 20; 9; (2018); p. 1205 - 1219;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D73276710&database=RX&origin=ReaxysOutput&ln=,,-2.8507438485889574
O[C@@H](CC(O)=O)C(O)=O.[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(NC(=O)[C@@H]2C)O4,,32582502,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D32582502&database=RX&origin=ReaxysOutput&ln=,(1788 of 2088),,,2C15H23NO4*C4H6O5,C4H6O5*2C15H23NO4,696792.0,,,MSFIKCFRYUMJEK-HTBSUPJUSA-N,,,,Identification(6); Physical Data(7),2.0,1,,4.0,10.0,3.0,151.62,3.0,1.0,129,,,,,,"Article; Nisar, Madiha; Sung, Herman H.-Y.; Puschmann, Horst; Lakerveld, Richard; Haynes, Richard K.; Williams, Ian D.; CrystEngComm; vol. 20; 9; (2018); p. 1205 - 1219;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D73276710&database=RX&origin=ReaxysOutput&ln=,1,in pure solvent,25.0,water,,,,"Article; Nisar, Madiha; Sung, Herman H.-Y.; Puschmann, Horst; Lakerveld, Richard; Haynes, Richard K.; Williams, Ian D.; CrystEngComm; vol. 20; 9; (2018); p. 1205 - 1219;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D73276710&database=RX&origin=ReaxysOutput&ln=,,-2.8431031558116047
O[C@H](CC(O)=O)C(O)=O.[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(NC(=O)[C@@H]2C)O4,,32582503,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D32582503&database=RX&origin=ReaxysOutput&ln=,(1789 of 2088),,,2C15H23NO4*C4H6O5,C4H6O5*2C15H23NO4,696792.0,,,MSFIKCFRYUMJEK-WGKYKCEJSA-N,,,,Identification(6); Physical Data(7),1.0,1,,4.0,10.0,3.0,151.62,3.0,1.0,98,,,,,,"Article; Nisar, Madiha; Sung, Herman H.-Y.; Puschmann, Horst; Lakerveld, Richard; Haynes, Richard K.; Williams, Ian D.; CrystEngComm; vol. 20; 9; (2018); p. 1205 - 1219;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D73276710&database=RX&origin=ReaxysOutput&ln=,0.91,in pure solvent,25.0,water,,,,"Article; Nisar, Madiha; Sung, Herman H.-Y.; Puschmann, Horst; Lakerveld, Richard; Haynes, Richard K.; Williams, Ian D.; CrystEngComm; vol. 20; 9; (2018); p. 1205 - 1219;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D73276710&database=RX&origin=ReaxysOutput&ln=,,-2.884061763490511
OC(=O)CCCCCC(O)=O.[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(NC(=O)[C@@H]2C)O4,,32582504,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D32582504&database=RX&origin=ReaxysOutput&ln=,(1790 of 2088),,,2C15H23NO4*C7H12O4,C7H12O4*2C15H23NO4,722874.0,,,WTBURSDAJYQEEX-GTXHLCOESA-N,,,,Identification(6); Physical Data(7),1.0,1,,3.0,9.0,6.0,131.39,3.0,2.0,123,,,,,,"Article; Nisar, Madiha; Sung, Herman H.-Y.; Puschmann, Horst; Lakerveld, Richard; Haynes, Richard K.; Williams, Ian D.; CrystEngComm; vol. 20; 9; (2018); p. 1205 - 1219;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D73276710&database=RX&origin=ReaxysOutput&ln=,0.45,in pure solvent,25.0,water,,,,"Article; Nisar, Madiha; Sung, Herman H.-Y.; Puschmann, Horst; Lakerveld, Richard; Haynes, Richard K.; Williams, Ian D.; CrystEngComm; vol. 20; 9; (2018); p. 1205 - 1219;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D73276710&database=RX&origin=ReaxysOutput&ln=,,-3.2058500907480907
O=N(=O)C1=CC=C(\C=N\NS(=O)(=O)C2=C3C=CN=CC3=CC=C2)C=C1,,33153722,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D33153722&database=RX&origin=ReaxysOutput&ln=,(1791 of 2088),,(E)-N'-(4-nitrobenzylidene)isoquinoline-5-sulphonohydrazide,C16H12N4O4S,C16H12N4O4S,356362.0,,,ZPUHRFPQGNFTNC-VCHYOVAHSA-N,,,,Identification(6); Physical Data(3); Spectra(4); Bioactivity(2),2.0,1,3728.0,1.0,5.0,5.0,125.62,4.0,2.0,168,,,,,,"Article; Oliveira, Ramon Guerra de; Guerra, Fabiana Sélos; Mermelstein, Cláudia dos Santos; Fernandes, Patrícia Dias; Bastos, Isadora Tairinne de Sena; Costa, Fanny Nascimento; Barroso, Regina Cely Rodrigues; Ferreira, Fabio Furlan; Fraga, Carlos Alberto Manssour; Journal of Enzyme Inhibition and Medicinal Chemistry; vol. 33; 1; (2018); p. 1181 - 1193;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D74524180&database=RX&origin=ReaxysOutput&ln=,2.6E-05,in pure solvent,37.0,water,,,,"Article; Oliveira, Ramon Guerra de; Guerra, Fabiana Sélos; Mermelstein, Cláudia dos Santos; Fernandes, Patrícia Dias; Bastos, Isadora Tairinne de Sena; Costa, Fanny Nascimento; Barroso, Regina Cely Rodrigues; Ferreira, Fabio Furlan; Fraga, Carlos Alberto Manssour; Journal of Enzyme Inhibition and Medicinal Chemistry; vol. 33; 1; (2018); p. 1181 - 1193;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D74524180&database=RX&origin=ReaxysOutput&ln=,,-7.1369180396774805
O=S(=O)(N\N=C\C1=CC=CN=C1)C1=C2C=CN=CC2=CC=C1,,33153723,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D33153723&database=RX&origin=ReaxysOutput&ln=,(1792 of 2088),,(E)-N'-(pyridin-3-ylmethylene)isoquinoline-5-sulphonohydrazide,C15H12N4O2S,C15H12N4O2S,312352.0,,,YZGGRMVLDFQRIM-VCHYOVAHSA-N,,,,Identification(6); Physical Data(3); Spectra(4); Bioactivity(2),2.0,1,2584.0,1.0,6.0,4.0,92.69,4.0,2.0,168,,,,,,"Article; Oliveira, Ramon Guerra de; Guerra, Fabiana Sélos; Mermelstein, Cláudia dos Santos; Fernandes, Patrícia Dias; Bastos, Isadora Tairinne de Sena; Costa, Fanny Nascimento; Barroso, Regina Cely Rodrigues; Ferreira, Fabio Furlan; Fraga, Carlos Alberto Manssour; Journal of Enzyme Inhibition and Medicinal Chemistry; vol. 33; 1; (2018); p. 1181 - 1193;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D74524180&database=RX&origin=ReaxysOutput&ln=,6.4E-05,in pure solvent,37.0,water,,,,"Article; Oliveira, Ramon Guerra de; Guerra, Fabiana Sélos; Mermelstein, Cláudia dos Santos; Fernandes, Patrícia Dias; Bastos, Isadora Tairinne de Sena; Costa, Fanny Nascimento; Barroso, Regina Cely Rodrigues; Ferreira, Fabio Furlan; Fraga, Carlos Alberto Manssour; Journal of Enzyme Inhibition and Medicinal Chemistry; vol. 33; 1; (2018); p. 1181 - 1193;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D74524180&database=RX&origin=ReaxysOutput&ln=,,-6.688464317108728
O=S(=O)(N\N=C\C1=CC=C(C=C1)C1=CC=CC=C1)C1=C2C=CN=CC2=CC=C1,,33153724,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D33153724&database=RX&origin=ReaxysOutput&ln=,(1793 of 2088),,"(E)-N'-([1,1'-biphenyl]-4-ylmethylene)isoquinoline-5-sulphonohydrazide",C22H17N3O2S,C22H17N3O2S,387462.0,,,XVFMCTWUJQNOTI-BUVRLJJBSA-N,,,,Identification(6); Physical Data(3); Spectra(4); Bioactivity(2),2.0,1,5776.0,1.0,5.0,5.0,79.8,3.0,2.0,166,,,,,,"Article; Oliveira, Ramon Guerra de; Guerra, Fabiana Sélos; Mermelstein, Cláudia dos Santos; Fernandes, Patrícia Dias; Bastos, Isadora Tairinne de Sena; Costa, Fanny Nascimento; Barroso, Regina Cely Rodrigues; Ferreira, Fabio Furlan; Fraga, Carlos Alberto Manssour; Journal of Enzyme Inhibition and Medicinal Chemistry; vol. 33; 1; (2018); p. 1181 - 1193;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D74524180&database=RX&origin=ReaxysOutput&ln=,"0,0000005",in pure solvent,37.0,water,,,,"Article; Oliveira, Ramon Guerra de; Guerra, Fabiana Sélos; Mermelstein, Cláudia dos Santos; Fernandes, Patrícia Dias; Bastos, Isadora Tairinne de Sena; Costa, Fanny Nascimento; Barroso, Regina Cely Rodrigues; Ferreira, Fabio Furlan; Fraga, Carlos Alberto Manssour; Journal of Enzyme Inhibition and Medicinal Chemistry; vol. 33; 1; (2018); p. 1181 - 1193;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D74524180&database=RX&origin=ReaxysOutput&ln=,,-8.889259111539719
Cl.O=S(=O)(N\N=C\C1CCNCC1)C1=C2C=CN=CC2=CC=C1,,33153725,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D33153725&database=RX&origin=ReaxysOutput&ln=,(1794 of 2088),,(E)-N'-(piperidin-4-ylmethylene)isoquinoline-5-sulphonohydrazide hydrochloride,C15H18N4O2S*ClH,C15H18N4O2S*ClH,354.86,,,ZWHZUMHPEZPPGG-DYMYMWKRSA-N,,,,Identification(6); Physical Data(2); Spectra(4); Bioactivity(2),2.0,1,2784.0,2.0,6.0,4.0,91.83,4.0,2.0,186,methanol,,,,,"Article; Oliveira, Ramon Guerra de; Guerra, Fabiana Sélos; Mermelstein, Cláudia dos Santos; Fernandes, Patrícia Dias; Bastos, Isadora Tairinne de Sena; Costa, Fanny Nascimento; Barroso, Regina Cely Rodrigues; Ferreira, Fabio Furlan; Fraga, Carlos Alberto Manssour; Journal of Enzyme Inhibition and Medicinal Chemistry; vol. 33; 1; (2018); p. 1181 - 1193;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D74524180&database=RX&origin=ReaxysOutput&ln=,8.45E-05,in pure solvent,37.0,water,,,,"Article; Oliveira, Ramon Guerra de; Guerra, Fabiana Sélos; Mermelstein, Cláudia dos Santos; Fernandes, Patrícia Dias; Bastos, Isadora Tairinne de Sena; Costa, Fanny Nascimento; Barroso, Regina Cely Rodrigues; Ferreira, Fabio Furlan; Fraga, Carlos Alberto Manssour; Journal of Enzyme Inhibition and Medicinal Chemistry; vol. 33; 1; (2018); p. 1181 - 1193;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D74524180&database=RX&origin=ReaxysOutput&ln=,,-6.623200339261476
CN(C)C1=CC=C(\C=N\NS(=O)(=O)C2=C3C=CN=CC3=CC=C2)C=C1,,33153729,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D33153729&database=RX&origin=ReaxysOutput&ln=,(1795 of 2088),,(E)-N'-(4-(dimethylamino)benzylidene)isoquinoline-5-sulphonohydrazide,C18H18N4O2S,C18H18N4O2S,354433.0,,,QMTQMYAJYOWVAE-UDWIEESQSA-N,,,,Identification(6); Physical Data(3); Spectra(4); Bioactivity(2),2.0,1,4045.0,1.0,6.0,5.0,83.04,4.0,2.0,165,,,,,,"Article; Oliveira, Ramon Guerra de; Guerra, Fabiana Sélos; Mermelstein, Cláudia dos Santos; Fernandes, Patrícia Dias; Bastos, Isadora Tairinne de Sena; Costa, Fanny Nascimento; Barroso, Regina Cely Rodrigues; Ferreira, Fabio Furlan; Fraga, Carlos Alberto Manssour; Journal of Enzyme Inhibition and Medicinal Chemistry; vol. 33; 1; (2018); p. 1181 - 1193;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D74524180&database=RX&origin=ReaxysOutput&ln=,5.4E-06,in pure solvent,37.0,water,,,,"Article; Oliveira, Ramon Guerra de; Guerra, Fabiana Sélos; Mermelstein, Cláudia dos Santos; Fernandes, Patrícia Dias; Bastos, Isadora Tairinne de Sena; Costa, Fanny Nascimento; Barroso, Regina Cely Rodrigues; Ferreira, Fabio Furlan; Fraga, Carlos Alberto Manssour; Journal of Enzyme Inhibition and Medicinal Chemistry; vol. 33; 1; (2018); p. 1181 - 1193;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D74524180&database=RX&origin=ReaxysOutput&ln=,,-7.817140390894004
O=S(=O)(N\N=C\C1=CC=CC=C1)C1=C2C=CN=CC2=CC=C1,,33153730,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D33153730&database=RX&origin=ReaxysOutput&ln=,(1796 of 2088),,(E)-N'-benzylideneisoquinoline-5-sulphonohydrazide,C16H13N3O2S,C16H13N3O2S,311364.0,,,BJAAKRBRFBDNLB-WOJGMQOQSA-N,,,,Identification(6); Physical Data(3); Spectra(4); Bioactivity(2),3.0,1,3836.0,1.0,5.0,4.0,79.8,4.0,2.0,172,,,,,,"Article; Oliveira, Ramon Guerra de; Guerra, Fabiana Sélos; Mermelstein, Cláudia dos Santos; Fernandes, Patrícia Dias; Bastos, Isadora Tairinne de Sena; Costa, Fanny Nascimento; Barroso, Regina Cely Rodrigues; Ferreira, Fabio Furlan; Fraga, Carlos Alberto Manssour; Journal of Enzyme Inhibition and Medicinal Chemistry; vol. 33; 1; (2018); p. 1181 - 1193;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D74524180&database=RX&origin=ReaxysOutput&ln=,5.4E-05,in pure solvent,37.0,water,,,,"Article; Oliveira, Ramon Guerra de; Guerra, Fabiana Sélos; Mermelstein, Cláudia dos Santos; Fernandes, Patrícia Dias; Bastos, Isadora Tairinne de Sena; Costa, Fanny Nascimento; Barroso, Regina Cely Rodrigues; Ferreira, Fabio Furlan; Fraga, Carlos Alberto Manssour; Journal of Enzyme Inhibition and Medicinal Chemistry; vol. 33; 1; (2018); p. 1181 - 1193;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D74524180&database=RX&origin=ReaxysOutput&ln=,,-6.760874638052189
CC1=CC=C(C)C(OCCCC(C)(C)C(=O)OC2=CC=C(\C=C\C3=CC=CC=C3)C=C2)=C1,,33735358,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D33735358&database=RX&origin=ReaxysOutput&ln=,(1797 of 2088),,"4-[(E)-2-phenylvinyl]phenyl-5-(2,5-dimethylphenoxy)-2,2-dimethylpentanoate",C29H32O3,C29H32O3,428571.0,,,ZEPNNNQABTZIKT-BUHFOSPRSA-N,,,,Identification(5); Physical Data(8); Spectra(3); Bioactivity(2),3.0,1,7871.0,0.0,1.0,10.0,35.53,3.0,2.0,65.5 - 67.8,,,,,,"Article; Amoroso, Rosa; Leporini, Lidia; Cacciatore, Ivana; Marinelli, Lisa; Ammazzalorso, Alessandra; Bruno, Isabella; De Filippis, Barbara; Fantacuzzi, Marialuigia; Maccallini, Cristina; Menghini, Luigi; Di Stefano, Antonio; Giampietro, Letizia; Letters in drug design and discovery; vol. 15; 11; (2018); p. 1230 - 1238;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D75258401&database=RX&origin=ReaxysOutput&ln=,9,in pure solvent,25.0,water,,,,"Article; Amoroso, Rosa; Leporini, Lidia; Cacciatore, Ivana; Marinelli, Lisa; Ammazzalorso, Alessandra; Bruno, Isabella; De Filippis, Barbara; Fantacuzzi, Marialuigia; Maccallini, Cristina; Menghini, Luigi; Di Stefano, Antonio; Giampietro, Letizia; Letters in drug design and discovery; vol. 15; 11; (2018); p. 1230 - 1238;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D75258401&database=RX&origin=ReaxysOutput&ln=,,-4.677780270971382
F[P](F)(F)(F)(F)F.C[S+]1C=CC2=CC=CC=C12,,33818275,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D33818275&database=RX&origin=ReaxysOutput&ln=,(1798 of 2088),,1-methylbenzo[b]thiophenium hexafluorophosphate,C9H9S(1+)*F6P(1-),C9H9S*F6P,294201.0,,,UJXVEAUSABAZMG-UHFFFAOYSA-N,,,,Identification(5); Physical Data(3); Spectra(2),1.0,1,,0.0,0.0,0.0,0.0,3.0,2.0,66 - 68,,,,,,"Article; Schiel, María A.; Domini, Claudia E.; Chopa, Alicia B.; Silbestri, Gustavo F.; Synthesis; vol. 50; 24; (2018); p. 4846 - 4854;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D75558792&database=RX&origin=ReaxysOutput&ln=,2.91259,in pure solvent,25.0,water,,,,"Article; Schiel, María A.; Domini, Claudia E.; Chopa, Alicia B.; Silbestri, Gustavo F.; Synthesis; vol. 50; 24; (2018); p. 4846 - 4854;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D75558792&database=RX&origin=ReaxysOutput&ln=,,-2.004364790491512
[H][C@]12C[C@@H](C)[C@]3([H])CC[C@H](O)[C@@]3(C)C[C@]1([H])[C@H](CN(C)CCO)C(=O)O2,,34057048,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34057048&database=RX&origin=ReaxysOutput&ln=,(1799 of 2088),,"(3S,3aR,4aS,5S,8R,9aS)-5-hydroxy-3-(((2-hydroxyethyl)(methyl)amino)methyl)-4a,8-dimethyldecahydroazuleno[6,5-b]furan-2(3H)-one",C18H31NO4,C18H31NO4,325448.0,,,CKIKMYLUEOVWLV-FINPUMMZSA-N,,,,Identification(6); Physical Data(3); Spectra(3); Bioactivity(2),4.0,1,1209.0,2.0,5.0,4.0,70.0,4.0,2.0,109.5 - 110.8,,supporting information,,,,"Article; Niu, Junxing; Huang, Hui; Wang, Fei; Zhang, Xianjing; Liu, Yi; Yu, Qiang; Hu, Lihong; Bioorganic and Medicinal Chemistry Letters; vol. 29; 6; (2019); p. 782 - 785;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D75885602&database=RX&origin=ReaxysOutput&ln=,1.2,,25.0,water,,,,"Article; Niu, Junxing; Huang, Hui; Wang, Fei; Zhang, Xianjing; Liu, Yi; Yu, Qiang; Hu, Lihong; Bioorganic and Medicinal Chemistry Letters; vol. 29; 6; (2019); p. 782 - 785;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D75885602&database=RX&origin=ReaxysOutput&ln=,,-2.43330036093603
[2H]C([2H])([2H])C([2H])([2H])OC(=O)[C@@H](N)CC1=CC=C(C=C1)C1=NC(N)=NC(O[C@H](C2=C(C=C(Cl)C=C2)N2C=CC(C)=N2)C(F)(F)F)=C1,,34131538,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34131538&database=RX&origin=ReaxysOutput&ln=,(1800 of 2088),,,C27H21(2)H5ClF3N6O3,C27H26ClF3N6O3,579.95,,,MDSQOJYHHZBZKA-LGKYZJAQSA-N,,,,Identification(6); Physical Data(4),,1,6003.0,2.0,8.0,11.0,131.17,2.0,1.0,185,,Paragraph 0027,,,,Patent; HUNAN HUATENG PHARMACEUTICAL; CN109180650; (2019); A;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D75799907&database=RX&origin=ReaxysOutput&ln=,300,in solution,25.0,water,water (1 ml),Paragraph 0038,,Patent; HUNAN HUATENG PHARMACEUTICAL; CN109180650; (2019); A;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D75799907&database=RX&origin=ReaxysOutput&ln=,,-0.28626929804995
OC[C@@H](O)COC1=CC=C(O)C=C1,,34389328,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34389328&database=RX&origin=ReaxysOutput&ln=,(1801 of 2088),,"(R)-3-(4-hydroxyphenoxy)propane-1,2-diol",C9H12O4,C9H12O4,184192.0,,,QAKJEUIMEVJFTM-MRVPVSSYSA-N,,,,Identification(6); Physical Data(3),4.0,1,0.15,3.0,2.0,4.0,69.92,4.0,2.0,149 - 151,ethyl acetate,,,,,"Article; Bredikhina, Zemfira A.; Kurenkov, Alexey V.; Bredikhin, Alexander A.; Mendeleev Communications; vol. 29; 2; (2019); p. 198 - 199;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D76406169&database=RX&origin=ReaxysOutput&ln=,27,in pure solvent,45.5,water,,,,"Article; Bredikhina, Zemfira A.; Kurenkov, Alexey V.; Bredikhin, Alexander A.; Mendeleev Communications; vol. 29; 2; (2019); p. 198 - 199;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D76406169&database=RX&origin=ReaxysOutput&ln=,,-0.8339069994254862
CN1C=C[N+](CCO)=C1C.CC(C)CC1=CC=C(C=C1)C(C)C([O-])=O,,34422274,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D34422274&database=RX&origin=ReaxysOutput&ln=,(1802 of 2088),,"3-(2-hydroxyethyl)-1,2-dimethyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate",C7H13N2O(1+)*C13H17O2(1-),C7H13N2O*C13H17O2,346.47,,,YAMKOOAEHVWDPL-UHFFFAOYSA-M,,,,Identification(6); Physical Data(5); Spectra(3); Bioactivity(1),2.0,1,3911.0,1.0,4.0,6.0,69.17,4.0,2.0,169.1,,supporting information,,,,"Article; Santos, Miguel M.; Raposo, Luís R.; Carrera, Gonçalo V. S. M.; Costa, Alexandra; Dionísio, Madalena; Baptista, Pedro V.; Fernandes, Alexandra R.; Branco, Luís C.; ChemMedChem; vol. 14; 9; (2019); p. 907 - 911;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D76378363&database=RX&origin=ReaxysOutput&ln=,2028,in pure solvent,37.0,water,,,,"Article; Santos, Miguel M.; Raposo, Luís R.; Carrera, Gonçalo V. S. M.; Costa, Alexandra; Dionísio, Madalena; Baptista, Pedro V.; Fernandes, Alexandra R.; Branco, Luís C.; ChemMedChem; vol. 14; 9; (2019); p. 907 - 911;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D76378363&database=RX&origin=ReaxysOutput&ln=,,0.767402314595171
